x,always_explore_reward,always_explore_arm,ucb_naive_reward,ucb_naive_arm
132,3.9297773035043386,1,6.430204918484984,1
133,3.2863730482201357,0,1.8126976949408846,1
134,4.768933347352455,1,5.260540220323889,1
135,0.9308480717068863,0,4.849252189066039,1
136,2.1255414959894865,1,5.15778662415375,1
137,3.2060528621967657,0,6.548032348494744,1
138,7.204204254495256,1,3.395760027932361,1
139,2.739114609974801,0,2.9515880782017776,1
140,2.730130839423783,1,4.298353574424739,1
141,0.4748464567131636,0,0.4050859607335231,1
142,5.324527619249402,1,7.475249348115085,1
143,5.726016138530969,0,5.518857562126033,1
144,3.266481257417895,1,1.546846970212782,1
145,1.8145249930097793,0,4.817615598128206,1
146,6.57378520722255,1,3.5832309164546006,1
147,2.871991579479026,0,2.3233784619114664,1
148,7.758281248292944,1,2.608251358657837,1
149,0.4706190191354497,0,3.893139384200532,1
150,2.512589021803362,1,6.953135589895249,1
151,3.2604408240380516,0,1.5444097015189737,1
152,5.950295691322573,1,4.7407232837658935,1
153,3.220257571287148,0,1.8558746002787403,1
154,9.27905076718317,1,5.620918021190354,1
155,2.767267362084933,0,5.201366218281766,1
156,1.8994852558393416,1,4.64570012172765,1
157,3.8603878314110207,0,4.075742950237411,1
158,3.7423867714041466,1,5.564092526322887,1
159,2.7308784127107053,0,2.1365888990132826,1
160,4.352356155780441,1,1.531529617166261,1
161,0.5371886089087904,0,4.038065167119865,1
162,3.5453898496365293,1,5.886653227639698,1
163,2.10728890131658,0,5.425063494358331,1
164,6.4142041092075095,1,5.443776316858493,1
165,-0.06528889763441281,0,1.3754338636141454,1
166,5.70567672561808,1,5.3202666218957715,1
167,3.3946305606063594,0,2.7764869042326175,1
168,3.5593938032895815,1,6.253521521861118,1
169,3.0633677655699447,0,0.4770993537662811,1
170,5.042918612930558,1,5.01609474039067,1
171,1.8471762271868473,0,4.978537725640536,1
172,4.367302552856112,1,3.525251292244084,1
173,4.409063962899144,0,3.8501130377977164,1
174,2.6405383872282617,1,1.4677242588011463,1
175,0.389840092909584,0,6.045888955225788,1
176,3.6182194601745112,1,5.087630718299952,1
177,1.6735447111128647,0,6.100540619017984,1
178,4.947632866488516,1,2.8740937883128943,1
179,-1.04215821252376,0,4.692829026649047,1
180,4.432597382887572,1,2.675474179341822,1
181,-0.014355491907650286,0,3.836462061774683,1
182,5.521899019148243,1,7.708326531440974,1
183,4.763098666637684,0,2.6229052735144687,1
184,1.7882561225098739,1,5.398233234569268,1
185,1.4553962144302857,0,4.992224982682482,1
186,5.417254062741698,1,2.569853922263776,1
187,3.824482244252106,0,3.2713164634696055,1
188,3.2605645633415774,1,3.904645762133491,1
189,2.0206087254997906,0,4.812195680385945,1
190,1.3507792036975521,1,6.4580817383009315,1
191,0.9920591677998192,0,3.3374623273154254,1
192,5.610463983314065,1,4.146080880310974,1
193,0.8085446423510296,0,6.149716148265782,1
194,2.101031981238828,1,6.554734249308545,1
195,4.391957661806521,0,2.7087280735200405,1
196,5.077074334781644,1,5.459427330489371,1
197,1.0373877641761922,0,4.0269586811225855,1
198,4.336743742294045,1,4.120336570748297,1
199,1.749891338421969,0,1.6245628649279098,1
200,0.5446461266826206,1,6.792700424992786,1
201,2.512963040846233,0,6.342472683443483,1
202,3.038426887696683,1,5.012993187019242,1
203,3.379871851236243,0,3.480455513959008,1
204,2.8064862340526195,1,1.643066263690359,1
205,2.819060589581006,0,2.848103267798045,1
206,2.690975174646652,1,7.65079123828593,1
207,2.9622137107021635,0,6.322289756878793,1
208,4.095023977514064,1,2.7857164549951854,1
209,0.8921551951884018,0,5.298925667002169,1
210,3.472194480822389,1,6.870777890374947,1
211,0.41981360599125894,0,1.8537450499940231,1
212,6.2997980212593765,1,4.085420919188491,1
213,3.1379964269147846,0,2.598222770839631,1
214,4.15369437869381,1,1.5860284170159062,1
215,0.3202856790477787,0,5.500912367497256,1
216,6.662700807557838,1,4.172382984724999,1
217,3.0599622635522907,0,4.77961258971843,1
218,0.7285690224649821,1,4.919105111875578,1
219,3.3270763305178725,0,2.22026051396114,1
220,4.913917864786079,1,5.438488739185391,1
221,2.7453719376884025,0,1.838009984540466,1
222,4.000806344968321,1,3.4424796758544196,1
223,4.763098666637684,0,5.532132278339073,1
224,4.467918171966661,1,6.7086525390451985,1
225,-0.07338216015997867,0,5.99160511764059,1
226,3.1630221844357695,1,4.501452690604735,1
227,2.3012066500931145,0,2.4583931323314228,1
228,3.9012766937086507,1,5.540266532733371,1
229,3.630932094060644,0,6.3607099880621085,1
230,3.8925016867591857,1,5.371722118935077,1
231,-0.041951941890837396,0,3.6810564350921355,1
232,3.6698422757842497,1,7.496435607413403,1
233,1.6908000794085074,0,3.932518938444371,1
234,4.351097858029266,1,6.905486324983999,1
235,3.464465931077469,0,2.7490872760181535,1
236,4.7602111335232955,1,1.4762674323670057,1
237,5.925330541468328,0,6.133174369794498,1
238,3.3526063035634563,1,5.638835828562074,1
239,3.4804735925971224,0,5.891463934056482,1
240,4.493151640397011,1,4.171779380702032,1
241,4.32394421713995,0,5.939958507849071,1
242,5.608433232276955,1,2.77433349131662,1
243,1.6586120223758225,0,4.629513946617954,1
244,6.738985154287297,1,3.3892631139605127,1
245,3.3657228135009856,0,2.684302442414658,1
246,3.053623164273189,1,1.5897275748697193,1
247,1.8412050648198803,0,4.2003078875468605,1
248,5.240000939077555,1,3.7387710685989197,1
249,-2.4229573102552138e-05,0,2.1186977807236955,1
250,8.014061673743669,1,3.937440993327181,1
251,0.20412892962671192,0,4.166409043733106,1
252,5.495807924038891,1,4.778778903917009,1
253,2.473736034192626,0,5.3472593094479235,1
254,5.195820671896715,1,3.0512850851168367,1
255,5.183180744974345,0,6.439262566340979,1
256,2.0194072851048843,1,2.7952068166957322,1
257,2.7489777616890523,0,6.729554245159461,1
258,6.255954734259451,1,6.407506813021092,1
259,0.25732275899709645,0,7.031226960502721,1
260,3.8208632619809713,1,4.672373683905365,1
261,0.4838253430099059,0,1.4871685505259034,1
262,5.333690821505719,1,1.8619720881461257,1
263,0.46216500917719716,0,8.375969837306808,1
264,4.4613863051980704,1,1.4936034731198666,1
265,4.727009958909141,0,5.666927956002203,1
266,6.418005766348816,1,3.475936204490493,1
267,2.3247343410407457,0,5.664100886530162,1
268,6.231314859807294,1,4.0045495973807395,1
269,0.55525234173746,0,3.475936204490493,1
270,5.181242019234952,1,6.27050102030649,1
271,0.21233630994143282,0,6.144153751869345,1
272,3.336660967947156,1,7.266149768356568,1
273,2.0568591129278633,0,1.565994268731479,1
274,3.4868372419253952,1,3.257936404228409,1
275,2.5063398475530736,0,2.5264630396446552,1
276,3.8434573461043398,1,3.2403261224651376,1
277,0.2843724114574171,0,7.2906323690869,1
278,4.311931295837001,1,6.330686328687793,1
279,3.890848255193185,0,5.932645990216104,1
280,2.676655392516807,1,1.7483311138522655,1
281,2.285976687440974,0,6.004369613896335,1
282,4.080823544555759,1,3.6782317797758775,1
283,2.8326894319124536,0,7.0488503118754275,1
284,4.462241808368666,1,2.1009582234475292,1
285,2.8425134750678778,0,5.070400771826582,1
286,5.931396988257297,1,1.232592151790468,1
287,3.2917289820493885,0,3.022186549120195,1
288,1.8379945815414316,1,4.205352231717995,1
289,5.048988184114207,0,3.657746070266539,1
290,3.7958125631432,1,4.026041660404795,1
291,1.0993037640467036,0,1.8814316477330153,1
292,4.258789207711993,1,3.068185170243684,1
293,3.1110928868622847,0,3.2686768296178683,1
294,3.5320345262369175,1,6.8508264812586726,1
295,2.06368626760433,0,2.59341882567039,1
296,6.475640114379546,1,1.5316424474555939,1
297,2.993768035979624,0,2.622564998001914,1
298,3.207467145100883,1,2.6089205181151796,1
299,0.7347458404999527,0,5.065784976972488,1
300,2.5080235498387027,1,5.21046888928793,1
301,2.9758380124617503,0,3.6073332962028988,1
302,3.84217049969258,1,5.0485910649221095,1
303,3.7286967727637963,0,5.866647111519747,1
304,4.1007744643407715,1,6.661839445581136,1
305,3.584790438352169,0,1.3407131124096225,1
306,4.229574552927342,1,3.9247522266482133,1
307,1.1049188068539866,0,7.551561603816132,1
308,1.0064357280278022,1,4.056334339423649,1
309,1.1050259100285589,0,6.944723499288681,1
310,3.8878681562543704,1,4.73031230215786,1
311,3.70489299050589,0,2.1948630181606696,1
312,2.0035843033092595,1,4.844387331465889,1
313,1.8110908745418604,0,1.5971036832542083,1
314,4.4583627615438335,1,5.0911372274445785,1
315,0.8791440030751336,0,6.007463651033326,1
316,6.638239785533484,1,3.915195542122271,1
317,3.2430850724581064,0,4.577778553269417,1
318,5.739714524173026,1,6.88125483120878,1
319,2.8394597163099906,0,3.5005274573669287,1
320,4.909047859556804,1,5.713818477249685,1
321,4.230072084857242,0,4.718859767610341,1
322,1.6995296989596107,1,2.231696532100754,1
323,1.0687356945156983,0,2.85519124024566,1
324,1.3271588277360185,1,3.390812402549032,1
325,5.0151798651465604,0,2.7054402217251874,1
326,2.862109824176675,1,1.3511447914969417,1
327,1.8502798175391013,0,3.6906091845922706,1
328,2.564111857490487,1,3.8717471429258223,1
329,4.6149947942409195,0,5.834465145219292,1
330,3.0559773334991522,1,2.409937589413933,1
331,2.1624607132071016,0,3.6981933793402115,1
332,6.195789886022576,1,2.457859946329876,1
333,3.9982659767580038,0,5.907642627020497,1
334,5.692360219408662,1,6.389150362310374,1
335,0.4639775046148953,0,6.050255736598222,1
336,5.6417579175735835,1,2.139910014874382,1
337,4.082176319077169,0,1.4685857999953364,1
338,1.7984520622900588,1,3.5285580560430256,1
339,3.185357494251451,0,3.4481641940760643,1
340,7.0825972130854975,1,6.436404658784357,1
341,1.0277214842388012,0,5.1066510395717115,1
342,4.596673332296287,1,4.574922361616603,1
343,2.273461338639223,0,2.952662504384531,1
344,5.934182579450006,1,3.402680883653621,1
345,1.8982609968601702,0,3.447994074370099,1
346,3.9508041365419793,1,2.529204985336955,1
347,2.1466370100265415,0,4.646809680660509,1
348,6.334624517542384,1,3.788701531894289,1
349,0.3397880715822603,0,5.683657155418223,1
350,3.6201081665460757,1,6.71996617371065,1
351,3.493992559521056,0,6.397533587423032,1
352,5.295210559748867,1,6.221714009913273,1
353,4.184496558741974,0,1.8554884879930438,1
354,3.1895286562774476,1,4.481022183372116,1
355,3.5610705976927575,0,2.7066059295833496,1
356,6.897551896365632,1,1.5634654341866059,1
357,2.643696256453615,0,1.8310748618722443,1
358,3.1894038204273665,1,3.4169645120942183,1
359,0.8516030349194128,0,1.761961986828655,1
360,3.7264643723349127,1,6.469015545176836,1
361,2.878770210723266,0,2.254783627004628,1
362,2.963215884931372,1,4.353699473290783,1
363,0.7580892970048507,0,6.236665747080995,1
364,5.627590250673383,1,1.9749479713408844,1
365,3.9255149145035397,0,5.610881483119309,1
366,3.992214261799827,1,5.236700352159695,1
367,0.25369163823126584,0,3.6698422757842497,1
368,4.301875111094327,1,3.914195183252615,1
369,-0.6038831234136073,0,3.869982085247473,1
370,2.512177539472262,1,2.417320619351663,1
371,3.0513193108738927,0,4.589842765845068,1
372,3.527378489171917,1,3.3523084120600144,1
373,3.617708773705585,0,1.9307234572175511,1
374,3.492581762832542,1,3.6154408371175526,1
375,2.629530117430156,0,3.9735842117312097,1
376,3.9470396404174264,1,2.224889114544052,1
377,1.6527030360035573,0,3.6134080031252713,1
378,5.283718981470212,1,1.2758293526054887,1
379,4.560360812005124,0,4.8480975131654205,1
380,5.688709429821929,1,4.104732365344297,1
381,4.408123708590718,0,6.304129413317744,1
382,3.2275292592459923,1,5.919762206874081,1
383,2.0581934742769166,0,7.493060055971186,1
384,4.369079970850517,1,3.910916066984203,1
385,4.452308597552867,0,6.065278059022582,1
386,5.249612779839743,1,3.644724916932417,1
387,0.8493042287229566,0,2.951615147926934,1
388,2.83275243165245,1,5.310876733067161,1
389,1.9336661978958123,0,3.7479016818775044,1
390,4.395166930470089,1,5.936036337560168,1
391,1.3546319706830738,0,5.638929193373021,1
392,3.504535783091197,1,3.3462209878653018,1
393,3.128953449225874,0,5.410865976918203,1
394,2.7336249733973688,1,3.900970960098358,1
395,3.357536742734196,0,5.17170407210139,1
396,8.069743006565563,1,6.2142350267684066,1
397,6.500677485577764,0,2.084857183011112,1
398,6.966216569116444,1,4.064389511444521,1
399,5.228322465596888,0,2.4481540152114722,1
400,3.438906120976464,1,4.1596266324686555,1
401,3.2663459598027895,0,7.131618212454383,1
402,2.5674326707675683,1,3.439662429546216,1
403,2.6386073863779513,0,2.3514012310340946,1
404,2.8142349023908073,1,6.174350440770683,1
405,1.8682894783263861,0,5.162126053118721,1
406,6.207576337969448,1,7.082488334695913,1
407,1.8885015678173263,0,7.5573693069955254,1
408,4.990487168435382,1,6.582020611986995,1
409,2.181616809674132,0,2.8639991318740554,1
410,2.837434733443537,1,6.866112334332525,1
411,1.6003018854406184,0,3.9644346447203502,1
412,3.4173756633078485,1,2.004005932456545,1
413,2.549828507676212,0,2.6219740066478994,1
414,2.408342163567405,1,3.7436919610843242,1
415,0.09414551135165161,0,3.5867700683163646,1
416,7.096489938665998,1,5.93114819424379,1
417,4.366788415922009,0,3.125781191295421,1
418,3.952087468568962,1,4.130866747462634,1
419,1.7457787570946441,0,7.8862563659756955,1
420,4.681493035552151,1,4.752443995980397,1
421,0.2803817377466151,0,2.935267447135198,1
422,6.846107969518089,1,5.582803640914302,1
423,-0.06919661825997014,0,5.1287386723708615,1
424,5.103621296500139,1,5.395184436019106,1
425,1.976374452952932,0,5.605369281181373,1
426,5.882249756772839,1,2.8923336454795887,1
427,1.8520725424487905,0,4.032412035141644,1
428,5.0543063557894135,1,3.2386439896513735,1
429,0.24619794262635508,0,3.11367108038063,1
430,3.246046961548794,1,2.916168772238055,1
431,1.2853303871621027,0,4.807909208885297,1
432,2.608951957443038,1,1.9492785142187015,1
433,1.9531279031880726,0,1.739154176534542,1
434,2.8300769078322903,1,2.613503244132154,1
435,2.8202716583959826,0,1.388012586636902,1
436,8.056568691184438,1,7.910879855479937,1
437,3.672393907794943,0,2.921381026839513,1
438,3.4935497714539787,1,6.855161284106078,1
439,3.3520297904202803,0,3.101692522921902,1
440,6.917402259007838,1,3.443174072252531,1
441,1.0488602504290052,0,5.78199876012237,1
442,2.530785596764397,1,2.055331456336785,1
443,2.372032607624933,0,5.330687433736113,1
444,6.727200467781348,1,3.333720624654013,1
445,2.5177687132466837,0,3.13095171704451,1
446,4.26159929957934,1,3.5942966666563265,1
447,5.259420657413934,0,7.751229098814316,1
448,1.6925958504583123,1,7.410137866288984,1
449,1.2016981428142777,0,6.407689891018039,1
450,2.58383281342879,1,4.229574552927342,1
451,4.368514616638263,0,2.4813302097255394,1
452,7.22866022854544,1,4.079652639922873,1
453,4.859722135701839,0,1.7342011883720188,1
454,2.447996908301059,1,7.207560871082871,1
455,0.01903025724844809,0,2.4133329002582817,1
456,4.934767188942242,1,2.347551513893111,1
457,2.3869019460550978,0,2.490709857314955,1
458,6.506785044612055,1,4.752796708243761,1
459,2.222163942133617,0,3.0044317996234025,1
460,2.5793743527936774,1,6.2775495288339735,1
461,3.7010662045504064,0,5.7974366310816405,1
462,6.2229299692511715,1,2.641866724585729,1
463,4.739871095376028,0,7.558147370294108,1
464,4.3421274933223515,1,2.1118559810670083,1
465,3.4925040819576934,0,1.7940554469869698,1
466,6.244331839026499,1,5.191684664588354,1
467,1.8223057777953635,0,6.754474143117773,1
468,3.587683831717773,1,6.908667253148509,1
469,4.535376061298661,0,3.295510409441229,1
470,5.6709194188723595,1,3.633562283437463,1
471,1.6209243365937012,0,4.54286527377523,1
472,3.430488893934087,1,5.531745780190794,1
473,1.6071056515747106,0,3.0681465709976203,1
474,3.9596968779221298,1,4.040391308158529,1
475,0.16211164313831594,0,3.0622662877033795,1
476,2.3054937277514798,1,1.5734615617947993,1
477,0.8911753867333168,0,5.155699155590176,1
478,4.7790285155611585,1,3.9642839184823258,1
479,4.715758198995954,0,2.8495379187130014,1
480,2.372410252421826,1,5.813139614377041,1
481,1.688387946736549,0,1.3856340807605285,1
482,3.604051769542191,1,4.032915054998891,1
483,2.029456862198024,0,0.7147070120712895,1
484,4.374689363333755,1,5.499639094318008,1
485,0.2696103405479843,0,4.7308950804924566,1
486,2.7732572989375286,1,1.496231682281498,1
487,5.855137228352278,0,5.633656064246944,1
488,4.1922796296082545,1,4.600995365225412,1
489,4.359075326649859,0,5.485424550822454,1
490,6.126638171564984,1,6.661512815417196,1
491,2.0634823753826343,0,5.0809587191860945,1
492,4.163492839492905,1,4.354146100131228,1
493,3.02696357488626,0,2.064167235017281,1
494,5.920514152468589,1,1.4106786352926504,1
495,4.499179863613564,0,1.3285871286962148,1
496,1.9393048365769565,1,6.395626915883096,1
497,1.2786531606055735,0,1.3285871286962148,1
498,2.880319955481609,1,4.75003171266829,1
499,3.967395215963754,0,6.208007921775665,1
500,3.8933526700998113,1,3.3326337934091805,1
501,-0.3009883198689287,0,2.9734352214766124,1
502,4.957668754579315,1,1.0136594228349318,1
503,3.8634788424382815,0,5.312705108162224,1
504,3.843717370151569,1,3.2720784214275422,1
505,2.4750703844738564,0,6.866112334332525,1
506,7.261607317257864,1,3.545097496418057,1
507,1.1496946781226896,0,2.462716497173818,1
508,2.1213929249766497,1,1.3704171926189392,1
509,4.253192878216343,0,7.079933740489969,1
510,4.596030921074959,1,4.79069228979029,1
511,1.505084160985052,0,2.7411322595320358,1
512,6.659474896629678,1,2.7167150866962357,1
513,4.429163583253825,0,5.162760547209841,1
514,5.967538036135397,1,5.238547947175755,1
515,2.1276556365092194,0,3.1422665663536358,1
516,2.689294704863619,1,5.40453181195333,1
517,3.799455136253084,0,3.52243993146677,1
518,5.541392124502941,1,1.9375357036218723,1
519,4.222836412455129,0,3.87456974805812,1
520,1.2535547830741969,1,3.2137182512052034,1
521,3.6134743741036024,0,5.903405596006272,1
522,2.83813393367318,1,3.1006997908816976,1
523,3.3374733503130107,0,2.151293139931535,1
524,2.9536412325603356,1,5.029497241597787,1
525,3.2789308612335373,0,1.7737330511401213,1
526,-0.5089555511614918,1,2.912864372669534,1
527,2.213552551689217,0,2.3895055923066795,1
528,5.585724063719354,1,7.497865362364655,1
529,4.453165986204182,0,3.3506246725791975,1
530,3.7603285785693346,1,1.3959940211053612,1
531,3.506948764650991,0,3.05082677099929,1
532,2.928673474088647,1,2.6706067907993707,1
533,0.7826176259297479,0,4.7849364709371915,1
534,6.885924018619195,1,2.863128733561941,1
535,4.669893049085538,0,4.5127860131388156,1
536,2.658315257875809,1,6.270946397471888,1
537,4.1522109185613125,0,1.9355926716276053,1
538,3.0056786909532485,1,6.581864361060206,1
539,4.090479745424531,0,2.8230761864188976,1
540,3.0301079265125272,1,5.870524797206291,1
541,0.716273705712045,0,4.174864032497721,1
542,4.667812332430243,1,2.5512890155695414,1
543,5.276137277641298,0,4.00862013303556,1
544,2.568117859987878,1,4.213039929472705,1
545,2.231503735703612,0,6.574112295101747,1
546,6.700276362208024,1,3.627176415710662,1
547,3.7555125610249225,0,2.287018500422967,1
548,4.889427285656126,1,2.4092530382819763,1
549,1.5572308011437148,0,6.757833267041868,1
550,5.065470418954237,1,3.103763799929975,1
551,2.197924872995449,0,5.8542148446538995,1
552,3.5228645440594324,1,3.057267814552391,1
553,1.3086421097053522,0,2.4652190874697943,1
554,5.33416169531827,1,3.9260724256006574,1
555,4.072593202709222,0,1.6806431568795668,1
556,4.268255038300521,1,5.73328871385758,1
557,1.8551966799378234,0,2.982954617795969,1
558,2.65624674643226,1,2.2192380725622605,1
559,1.6112467563687383,0,4.372150774160301,1
560,3.0904258292383453,1,2.890468453675722,1
561,0.13742776768166476,0,5.892206721361996,1
562,6.323196458085005,1,5.934451184507671,1
563,4.6026341187106645,0,4.079850700394004,1
564,5.466271406756793,1,4.499621598971441,1
565,3.7468187877625083,0,4.04433193439446,1
566,5.862213434231017,1,2.0908205086941534,1
567,3.3247844935820043,0,5.193851121979554,1
568,2.461349566483352,1,4.655159799175685,1
569,0.37936440623370093,0,2.6330169395412413,1
570,6.9212632215882826,1,2.523041076508615,1
571,5.728341995586913,0,3.168344061059913,1
572,5.953626304772967,1,4.877166179098159,1
573,2.40307353338408,0,3.6286288810856346,1
574,2.2910962771850616,1,5.561323969396181,1
575,3.1909507395106824,0,5.090112275949901,1
576,6.513304311664181,1,4.149043745863093,1
577,1.4031926438091011,0,3.7707520083865202,1
578,3.518323888306591,1,6.63771110381332,1
579,4.295365806281208,0,4.891342666039055,1
580,7.3878589745485375,1,3.6080083983499023,1
581,2.0871702311935616,0,2.263208847255164,1
582,6.131967926033214,1,5.859088588065587,1
583,-0.02603032473275202,0,6.059847390133247,1
584,5.37082643500225,1,4.72370450394347,1
585,3.285359277340494,0,4.45733120269381,1
586,5.981624178997404,1,3.154883073839845,1
587,1.6088570914228706,0,1.9296158893596567,1
588,3.1883272779840715,1,0.32768242531357483,1
589,2.0781735084790474,0,1.757808595092755,1
590,5.8678652003718295,1,2.757283517947896,1
591,1.8870837194207906,0,2.415557927407369,1
592,2.669056502746928,1,2.639314634595776,1
593,0.09401631254446485,0,2.4037486321251533,1
594,3.5506021272780615,1,2.818934778393237,1
595,3.8841522496790026,0,5.912174514906509,1
596,7.072985420502548,1,2.6713795717082487,1
597,2.441476158930949,0,3.4301501120446973,1
598,1.4803277537754025,1,5.053643041178366,1
599,3.0601435126193017,0,4.608092999154667,1
600,2.951421214708197,1,2.6172990622330925,1
601,-0.01171750561349727,0,3.1724568706654512,1
602,5.227888758777133,1,2.309882339423482,1
603,2.1361554173242507,0,5.244909658518383,1
604,7.812034142152071,1,2.280111789660438,1
605,3.9461842819862913,0,5.692064564097106,1
606,2.210040457961181,1,6.185000620486693,1
607,0.9678803466413909,0,6.283037905735404,1
608,5.9230954960510935,1,2.2318499275208032,1
